trade_date,indicator_code,value
2023-08-22,USDCNY,7.288735
2023-08-23,000300.SH,3696.6339
2023-08-23,000985.CSI,4579.4708
2023-08-23,CN10Y,2.5535
2023-08-23,DR007,1.8
2023-08-23,SHIBOR_3M,2.016
2023-08-23,US10Y,4.19
2023-08-23,USDCNY,7.281074999999999
2023-08-24,000300.SH,3723.4293
2023-08-24,000985.CSI,4600.3218
2023-08-24,CN10Y,2.5543
2023-08-24,DR007,1.77
2023-08-24,SHIBOR_3M,2.016
2023-08-24,US10Y,4.23
2023-08-24,USDCNY,7.295920000000001
2023-08-25,000300.SH,3709.1517
2023-08-25,000985.CSI,4550.0167
2023-08-25,CN10Y,2.5702
2023-08-25,DR007,1.83
2023-08-25,SHIBOR_3M,2.014
2023-08-25,US10Y,4.25
2023-08-26,USDCNY,7.286329999999999
2023-08-27,USDCNY,7.2928
2023-08-28,000300.SH,3752.6194
2023-08-28,000985.CSI,4598.055
2023-08-28,CN10Y,2.5837
2023-08-28,DR007,2.05
2023-08-28,SHIBOR_3M,2.02
2023-08-28,US10Y,4.2
2023-08-28,USDCNY,7.28541
2023-08-29,000300.SH,3790.1067
2023-08-29,000985.CSI,4690.3143
2023-08-29,CN10Y,2.57
2023-08-29,DR007,2.3
2023-08-29,SHIBOR_3M,2.028
2023-08-29,US10Y,4.12
2023-08-29,USDCNY,7.30352
2023-08-30,000300.SH,3788.5097
2023-08-30,000985.CSI,4700.6762
2023-08-30,CN10Y,2.56
2023-08-30,DR007,2.3
2023-08-30,SHIBOR_3M,2.036
2023-08-30,US10Y,4.12
2023-08-30,USDCNY,7.275575
2023-08-31,000300.SH,3765.2678
2023-08-31,000985.CSI,4672.3114
2023-08-31,CN10Y,2.5575
2023-08-31,DR007,2.6
2023-08-31,SHIBOR_3M,2.043
2023-08-31,US10Y,4.09
2023-08-31,USDCNY,7.2687
2023-09-01,000300.SH,3791.4912
2023-09-01,000985.CSI,4690.2923
2023-09-01,CN10Y,2.585
2023-09-01,CPI_YOY,0.0
2023-09-01,DR007,1.5
2023-09-01,M1_YOY,2.1
2023-09-01,M2_YOY,10.3
2023-09-01,PMI_MANUFACTURE,50.2
2023-09-01,PPI_YOY,-2.5
2023-09-01,SHIBOR_3M,2.044
2023-09-01,SOCIAL_FINANCING_YOY,9.349772493761945
2023-09-01,US10Y,4.18
2023-09-02,USDCNY,7.27075
2023-09-03,USDCNY,7.27603
2023-09-04,000300.SH,3848.9517
2023-09-04,000985.CSI,4759.8751
2023-09-04,CN10Y,2.6124
2023-09-04,DR007,1.8
2023-09-04,SHIBOR_3M,2.044
2023-09-04,USDCNY,7.305035
2023-09-05,000300.SH,3820.3174
2023-09-05,000985.CSI,4729.155
2023-09-05,CN10Y,2.615
2023-09-05,DR007,1.8
2023-09-05,SHIBOR_3M,2.046
2023-09-05,US10Y,4.27
2023-09-05,USDCNY,7.320864999999999
2023-09-06,000300.SH,3812.0283
2023-09-06,000985.CSI,4732.8156
2023-09-06,CN10Y,2.6375
2023-09-06,DR007,1.94
2023-09-06,SHIBOR_3M,2.052
2023-09-06,US10Y,4.3
2023-09-06,USDCNY,7.342145
2023-09-07,000300.SH,3758.4748
2023-09-07,000985.CSI,4660.306
2023-09-07,CN10Y,2.635
2023-09-07,DR007,1.95
2023-09-07,SHIBOR_3M,2.067
2023-09-07,US10Y,4.27
2023-09-07,USDCNY,7.365005
2023-09-08,000300.SH,3739.9927
2023-09-08,000985.CSI,4654.7461
2023-09-08,CN10Y,2.6375
2023-09-08,DR007,1.9
2023-09-08,SHIBOR_3M,2.081
2023-09-08,US10Y,4.26
2023-09-09,USDCNY,7.359434999999999
2023-09-10,USDCNY,7.30267
2023-09-11,000300.SH,3767.537
2023-09-11,000985.CSI,4698.9101
2023-09-11,CN10Y,2.63
2023-09-11,DR007,1.95
2023-09-11,SHIBOR_3M,2.094
2023-09-11,US10Y,4.29
2023-09-11,USDCNY,7.300795000000001
2023-09-12,000300.SH,3760.6048
2023-09-12,000985.CSI,4693.4563
2023-09-12,CN10Y,2.623
2023-09-12,DR007,1.85
2023-09-12,SHIBOR_3M,2.104
2023-09-12,US10Y,4.27
2023-09-12,USDCNY,7.271545
2023-09-13,000300.SH,3736.6513
2023-09-13,000985.CSI,4651.333
2023-09-13,CN10Y,2.615
2023-09-13,DR007,1.9
2023-09-13,SHIBOR_3M,2.117
2023-09-13,US10Y,4.25
2023-09-13,USDCNY,7.290039999999999
2023-09-14,000300.SH,3733.5077
2023-09-14,000985.CSI,4636.8605
2023-09-14,CN10Y,2.6075
2023-09-14,DR007,1.98
2023-09-14,SHIBOR_3M,2.144
2023-09-14,US10Y,4.29
2023-09-14,USDCNY,7.281435
2023-09-15,000300.SH,3708.7766
2023-09-15,000985.CSI,4625.1348
2023-09-15,CN10Y,2.64
2023-09-15,DR007,1.95
2023-09-15,SHIBOR_3M,2.165
2023-09-15,US10Y,4.33
2023-09-16,USDCNY,7.280749999999999
2023-09-17,USDCNY,7.290515
2023-09-18,000300.SH,3727.711
2023-09-18,000985.CSI,4644.6782
2023-09-18,CN10Y,2.65
2023-09-18,DR007,1.96
2023-09-18,SHIBOR_3M,2.194
2023-09-18,US10Y,4.32
2023-09-18,USDCNY,7.303905
2023-09-19,000300.SH,3720.5021
2023-09-19,000985.CSI,4619.8946
2023-09-19,CN10Y,2.6625
2023-09-19,DR007,1.98
2023-09-19,SHIBOR_3M,2.221
2023-09-19,US10Y,4.37
2023-09-19,USDCNY,7.30775
2023-09-20,000300.SH,3705.6898
2023-09-20,000985.CSI,4593.0301
2023-09-20,CN10Y,2.665
2023-09-20,DR007,2.05
2023-09-20,SHIBOR_3M,2.243
2023-09-20,US10Y,4.35
2023-09-20,USDCNY,7.314105
2023-09-21,000300.SH,3672.4448
2023-09-21,000985.CSI,4557.4374
2023-09-21,CN10Y,2.6576
2023-09-21,DR007,2.1
2023-09-21,SHIBOR_3M,2.26
2023-09-21,US10Y,4.49
2023-09-21,USDCNY,7.299250000000001
2023-09-22,000300.SH,3738.9327
2023-09-22,000985.CSI,4639.8568
2023-09-22,CN10Y,2.6776
2023-09-22,DR007,1.9
2023-09-22,SHIBOR_3M,2.273
2023-09-22,US10Y,4.44
2023-09-23,USDCNY,7.296835
2023-09-24,USDCNY,7.313955
2023-09-25,000300.SH,3714.6037
2023-09-25,000985.CSI,4615.1309
2023-09-25,CN10Y,2.6976
2023-09-25,DR007,2.0
2023-09-25,SHIBOR_3M,2.282
2023-09-25,US10Y,4.55
2023-09-25,USDCNY,7.30999
2023-09-26,000300.SH,3692.8928
2023-09-26,000985.CSI,4592.6032
2023-09-26,CN10Y,2.6951
2023-09-26,DR007,2.2
2023-09-26,SHIBOR_3M,2.294
2023-09-26,US10Y,4.56
2023-09-26,USDCNY,7.322995000000001
2023-09-27,000300.SH,3700.495
2023-09-27,000985.CSI,4608.9824
2023-09-27,CN10Y,2.6877
2023-09-27,DR007,1.95
2023-09-27,SHIBOR_3M,2.303
2023-09-27,US10Y,4.61
2023-09-27,USDCNY,7.294895
2023-09-28,000300.SH,3689.5172
2023-09-28,000985.CSI,4621.4108
2023-09-28,CN10Y,2.6751
2023-09-28,DR007,2.5
2023-09-28,SHIBOR_3M,2.302
2023-09-28,US10Y,4.59
2023-09-28,USDCNY,7.295400000000001
2023-09-29,US10Y,4.59
2023-09-30,USDCNY,7.300245
2023-10-01,CPI_YOY,-0.2
2023-10-01,M1_YOY,1.9
2023-10-01,M2_YOY,10.3
2023-10-01,PMI_MANUFACTURE,49.5
2023-10-01,PPI_YOY,-2.6
2023-10-01,SOCIAL_FINANCING_YOY,9.592291019858234
2023-10-01,USDCNY,7.322605
2023-10-02,US10Y,4.69
2023-10-02,USDCNY,7.320774999999999
2023-10-03,US10Y,4.81
2023-10-03,USDCNY,7.31764
2023-10-04,US10Y,4.73
2023-10-04,USDCNY,7.305619999999999
2023-10-05,US10Y,4.72
2023-10-05,USDCNY,7.309240000000001
2023-10-06,US10Y,4.78
2023-10-07,CN10Y,2.6651
2023-10-07,DR007,1.83
2023-10-07,SHIBOR_3M,2.3
2023-10-07,USDCNY,7.30905
2023-10-08,CN10Y,2.6626
2023-10-08,DR007,1.76
2023-10-08,SHIBOR_3M,2.3
2023-10-08,USDCNY,7.293615
2023-10-09,000300.SH,3684.7272
2023-10-09,000985.CSI,4609.5692
2023-10-09,CN10Y,2.6702
2023-10-09,DR007,1.8
2023-10-09,SHIBOR_3M,2.3
2023-10-09,USDCNY,7.288
2023-10-10,000300.SH,3657.1259
2023-10-10,000985.CSI,4587.2676
2023-10-10,CN10Y,2.6811
2023-10-10,DR007,1.86
2023-10-10,SHIBOR_3M,2.302
2023-10-10,US10Y,4.66
2023-10-10,USDCNY,7.300425
2023-10-11,000300.SH,3667.5483
2023-10-11,000985.CSI,4597.759
2023-10-11,CN10Y,2.6976
2023-10-11,DR007,1.8
2023-10-11,SHIBOR_3M,2.304
2023-10-11,US10Y,4.58
2023-10-11,USDCNY,7.30913
2023-10-12,000300.SH,3702.3824
2023-10-12,000985.CSI,4634.9241
2023-10-12,CN10Y,2.6911
2023-10-12,DR007,1.95
2023-10-12,SHIBOR_3M,2.305
2023-10-12,US10Y,4.7
2023-10-12,USDCNY,7.312635
2023-10-13,000300.SH,3663.4104
2023-10-13,000985.CSI,4600.1303
2023-10-13,CN10Y,2.6702
2023-10-13,DR007,1.88
2023-10-13,SHIBOR_3M,2.308
2023-10-13,US10Y,4.63
2023-10-14,USDCNY,7.31133
2023-10-15,USDCNY,7.308135
2023-10-16,000300.SH,3626.5972
2023-10-16,000985.CSI,4560.0918
2023-10-16,CN10Y,2.6777
2023-10-16,DR007,1.8
2023-10-16,SHIBOR_3M,2.309
2023-10-16,US10Y,4.71
2023-10-16,USDCNY,7.32514
2023-10-17,000300.SH,3639.4018
2023-10-17,000985.CSI,4566.2516
2023-10-17,CN10Y,2.6882
2023-10-17,DR007,1.87
2023-10-17,SHIBOR_3M,2.313
2023-10-17,US10Y,4.83
2023-10-17,USDCNY,7.32784
2023-10-18,000300.SH,3610.5767
2023-10-18,000985.CSI,4511.9017
2023-10-18,CN10Y,2.7052
2023-10-18,DR007,1.85
2023-10-18,SHIBOR_3M,2.321
2023-10-18,US10Y,4.91
2023-10-18,USDCNY,7.336625
2023-10-19,000300.SH,3533.5445
2023-10-19,000985.CSI,4439.9251
2023-10-19,CN10Y,2.7177
2023-10-19,DR007,2.8
2023-10-19,SHIBOR_3M,2.333
2023-10-19,US10Y,4.98
2023-10-19,USDCNY,7.327445
2023-10-20,000300.SH,3510.5889
2023-10-20,000985.CSI,4402.6931
2023-10-20,CN10Y,2.7052
2023-10-20,DR007,2.31
2023-10-20,SHIBOR_3M,2.34
2023-10-20,US10Y,4.93
2023-10-21,USDCNY,7.32552
2023-10-22,USDCNY,7.31022
2023-10-23,000300.SH,3474.2438
2023-10-23,000985.CSI,4327.1268
2023-10-23,CN10Y,2.7047
2023-10-23,DR007,2.5
2023-10-23,SHIBOR_3M,2.35
2023-10-23,US10Y,4.86
2023-10-23,USDCNY,7.314045
2023-10-24,000300.SH,3487.1302
2023-10-24,000985.CSI,4373.5217
2023-10-24,CN10Y,2.7177
2023-10-24,DR007,2.1
2023-10-24,SHIBOR_3M,2.364
2023-10-24,US10Y,4.83
2023-10-24,USDCNY,7.329445
2023-10-25,000300.SH,3504.4576
2023-10-25,000985.CSI,4409.5213
2023-10-25,CN10Y,2.7052
2023-10-25,DR007,2.07
2023-10-25,SHIBOR_3M,2.378
2023-10-25,US10Y,4.95
2023-10-25,USDCNY,7.324785
2023-10-26,000300.SH,3514.1448
2023-10-26,000985.CSI,4426.1008
2023-10-26,CN10Y,2.7152
2023-10-26,DR007,2.08
2023-10-26,SHIBOR_3M,2.39
2023-10-26,US10Y,4.86
2023-10-26,USDCNY,7.33443
2023-10-27,000300.SH,3562.3851
2023-10-27,000985.CSI,4490.0996
2023-10-27,CN10Y,2.7133
2023-10-27,DR007,2.1
2023-10-27,SHIBOR_3M,2.399
2023-10-27,US10Y,4.84
2023-10-28,USDCNY,7.330525
2023-10-29,USDCNY,7.325215
2023-10-30,000300.SH,3583.7718
2023-10-30,000985.CSI,4533.6138
2023-10-30,CN10Y,2.7141
2023-10-30,DR007,2.15
2023-10-30,SHIBOR_3M,2.406
2023-10-30,US10Y,4.88
2023-10-30,USDCNY,7.341749999999999
2023-10-31,000300.SH,3572.5056
2023-10-31,000985.CSI,4515.1464
2023-10-31,CN10Y,2.6938
2023-10-31,DR007,2.8
2023-10-31,SHIBOR_3M,2.415
2023-10-31,US10Y,4.88
2023-10-31,USDCNY,7.33542
2023-11-01,000300.SH,3571.0268
2023-11-01,000985.CSI,4512.9991
2023-11-01,CN10Y,2.6853
2023-11-01,CPI_YOY,-0.5
2023-11-01,DR007,1.8
2023-11-01,M1_YOY,1.3
2023-11-01,M2_YOY,10.0
2023-11-01,PMI_MANUFACTURE,49.4
2023-11-01,PPI_YOY,-3.0
2023-11-01,SHIBOR_3M,2.421
2023-11-01,SOCIAL_FINANCING_YOY,9.673941548413412
2023-11-01,US10Y,4.77
2023-11-01,USDCNY,7.32644
2023-11-02,000300.SH,3554.1889
2023-11-02,000985.CSI,4477.8129
2023-11-02,CN10Y,2.6553
2023-11-02,DR007,1.83
2023-11-02,SHIBOR_3M,2.426
2023-11-02,US10Y,4.67
2023-11-02,USDCNY,7.287705000000001
2023-11-03,000300.SH,3584.1364
2023-11-03,000985.CSI,4523.6681
2023-11-03,CN10Y,2.6613
2023-11-03,DR007,1.9
2023-11-03,SHIBOR_3M,2.43
2023-11-03,US10Y,4.57
2023-11-04,USDCNY,7.291205
2023-11-05,USDCNY,7.28158
2023-11-06,000300.SH,3632.6084
2023-11-06,000985.CSI,4601.0075
2023-11-06,CN10Y,2.6554
2023-11-06,DR007,1.7
2023-11-06,SHIBOR_3M,2.438
2023-11-06,US10Y,4.67
2023-11-06,USDCNY,7.279695
2023-11-07,000300.SH,3619.7593
2023-11-07,000985.CSI,4603.6141
2023-11-07,CN10Y,2.6632
2023-11-07,DR007,1.85
2023-11-07,SHIBOR_3M,2.445
2023-11-07,US10Y,4.58
2023-11-07,USDCNY,7.286899999999999
2023-11-08,000300.SH,3611.0723
2023-11-08,000985.CSI,4604.2638
2023-11-08,CN10Y,2.6464
2023-11-08,DR007,1.9
2023-11-08,SHIBOR_3M,2.449
2023-11-08,US10Y,4.49
2023-11-08,USDCNY,7.29739
2023-11-09,000300.SH,3612.8263
2023-11-09,000985.CSI,4590.525
2023-11-09,CN10Y,2.6494
2023-11-09,DR007,1.83
2023-11-09,SHIBOR_3M,2.45
2023-11-09,US10Y,4.62
2023-11-09,USDCNY,7.30706
2023-11-10,000300.SH,3586.4893
2023-11-10,000985.CSI,4567.8864
2023-11-10,CN10Y,2.6444
2023-11-10,DR007,1.85
2023-11-10,SHIBOR_3M,2.451
2023-11-10,US10Y,4.61
2023-11-11,USDCNY,7.30466
2023-11-12,USDCNY,7.292955
2023-11-13,000300.SH,3579.4141
2023-11-13,000985.CSI,4585.2388
2023-11-13,CN10Y,2.6454
2023-11-13,DR007,1.88
2023-11-13,SHIBOR_3M,2.451
2023-11-13,US10Y,4.63
2023-11-13,USDCNY,7.252694999999999
2023-11-14,000300.SH,3582.0584
2023-11-14,000985.CSI,4601.2872
2023-11-14,CN10Y,2.6573
2023-11-14,DR007,2.04
2023-11-14,SHIBOR_3M,2.452
2023-11-14,US10Y,4.44
2023-11-14,USDCNY,7.258595
2023-11-15,000300.SH,3607.2454
2023-11-15,000985.CSI,4629.3316
2023-11-15,CN10Y,2.6633
2023-11-15,DR007,1.95
2023-11-15,SHIBOR_3M,2.453
2023-11-15,US10Y,4.53
2023-11-15,USDCNY,7.249549999999999
2023-11-16,000300.SH,3572.3641
2023-11-16,000985.CSI,4587.865
2023-11-16,CN10Y,2.6558
2023-11-16,DR007,2.05
2023-11-16,SHIBOR_3M,2.457
2023-11-16,US10Y,4.45
2023-11-16,USDCNY,7.218165
2023-11-17,000300.SH,3568.0685
2023-11-17,000985.CSI,4602.6081
2023-11-17,CN10Y,2.6524
2023-11-17,DR007,2.0
2023-11-17,SHIBOR_3M,2.4611
2023-11-17,US10Y,4.44
2023-11-17,USDCNY,7.2176
2023-11-18,USDCNY,7.22126
2023-11-19,USDCNY,7.1674
2023-11-20,000300.SH,3576.3233
2023-11-20,000985.CSI,4627.6755
2023-11-20,CN10Y,2.6584
2023-11-20,DR007,1.93
2023-11-20,SHIBOR_3M,2.461
2023-11-20,US10Y,4.42
2023-11-20,USDCNY,7.14322
2023-11-21,000300.SH,3581.0674
2023-11-21,000985.CSI,4617.5943
2023-11-21,CN10Y,2.6684
2023-11-21,DR007,1.95
2023-11-21,SHIBOR_3M,2.461
2023-11-21,US10Y,4.41
2023-11-21,USDCNY,7.164885
2023-11-22,000300.SH,3544.4162
2023-11-22,000985.CSI,4567.2448
2023-11-22,CN10Y,2.6823
2023-11-22,DR007,2.04
2023-11-22,SHIBOR_3M,2.462
2023-11-22,US10Y,4.42
2023-11-22,USDCNY,7.15125
2023-11-23,000300.SH,3561.5204
2023-11-23,000985.CSI,4600.4997
2023-11-23,CN10Y,2.7023
2023-11-23,DR007,2.05
2023-11-23,SHIBOR_3M,2.462
2023-11-23,USDCNY,7.147914999999999
2023-11-24,000300.SH,3538.0087
2023-11-24,000985.CSI,4558.1807
2023-11-24,CN10Y,2.7053
2023-11-24,DR007,2.6
2023-11-24,SHIBOR_3M,2.462
2023-11-24,US10Y,4.47
2023-11-25,USDCNY,7.14881
2023-11-26,USDCNY,7.159485
2023-11-27,000300.SH,3511.9424
2023-11-27,000985.CSI,4541.5594
2023-11-27,CN10Y,2.7108
2023-11-27,DR007,2.79
2023-11-27,SHIBOR_3M,2.463
2023-11-27,US10Y,4.39
2023-11-27,USDCNY,7.13313
2023-11-28,000300.SH,3518.5232
2023-11-28,000985.CSI,4559.4427
2023-11-28,CN10Y,2.6898
2023-11-28,DR007,2.1
2023-11-28,SHIBOR_3M,2.465
2023-11-28,US10Y,4.34
2023-11-28,USDCNY,7.143129999999999
2023-11-29,000300.SH,3488.3073
2023-11-29,000985.CSI,4527.0623
2023-11-29,CN10Y,2.6826
2023-11-29,DR007,2.16
2023-11-29,SHIBOR_3M,2.481
2023-11-29,US10Y,4.27
2023-11-29,USDCNY,7.1446000000000005
2023-11-30,000300.SH,3496.2028
2023-11-30,000985.CSI,4522.1118
2023-11-30,CN10Y,2.668
2023-11-30,DR007,1.8
2023-11-30,SHIBOR_3M,2.493
2023-11-30,US10Y,4.37
2023-11-30,USDCNY,7.124045
2023-12-01,000300.SH,3482.8813
2023-12-01,000985.CSI,4531.1431
2023-12-01,CN10Y,2.6625
2023-12-01,CPI_YOY,-0.3
2023-12-01,DR007,1.8
2023-12-01,M1_YOY,1.3
2023-12-01,M2_YOY,9.7
2023-12-01,PMI_MANUFACTURE,49.0
2023-12-01,PPI_YOY,-2.7
2023-12-01,SHIBOR_3M,2.503
2023-12-01,SOCIAL_FINANCING_YOY,9.839923302635013
2023-12-01,US10Y,4.22
2023-12-02,USDCNY,7.12771
2023-12-03,USDCNY,7.1496
2023-12-04,000300.SH,3460.138
2023-12-04,000985.CSI,4516.0406
2023-12-04,CN10Y,2.6725
2023-12-04,DR007,1.78
2023-12-04,SHIBOR_3M,2.519
2023-12-04,US10Y,4.28
2023-12-04,USDCNY,7.173305
2023-12-05,000300.SH,3394.2571
2023-12-05,000985.CSI,4431.2639
2023-12-05,CN10Y,2.665
2023-12-05,DR007,1.84
2023-12-05,SHIBOR_3M,2.533
2023-12-05,US10Y,4.18
2023-12-05,USDCNY,7.17421
2023-12-06,000300.SH,3399.598
2023-12-06,000985.CSI,4445.6067
2023-12-06,CN10Y,2.6725
2023-12-06,DR007,1.9
2023-12-06,SHIBOR_3M,2.537
2023-12-06,US10Y,4.12
2023-12-06,USDCNY,7.16305
2023-12-07,000300.SH,3391.2823
2023-12-07,000985.CSI,4437.8852
2023-12-07,CN10Y,2.664
2023-12-07,DR007,1.8239
2023-12-07,SHIBOR_3M,2.554
2023-12-07,US10Y,4.14
2023-12-07,USDCNY,7.18566
2023-12-08,000300.SH,3399.4618
2023-12-08,000985.CSI,4433.674
2023-12-08,CN10Y,2.6636
2023-12-08,DR007,1.95
2023-12-08,SHIBOR_3M,2.564
2023-12-08,US10Y,4.23
2023-12-09,USDCNY,7.18605
2023-12-10,USDCNY,7.194694999999999
2023-12-11,000300.SH,3419.4548
2023-12-11,000985.CSI,4473.1812
2023-12-11,CN10Y,2.644
2023-12-11,DR007,1.9
2023-12-11,SHIBOR_3M,2.572
2023-12-11,US10Y,4.23
2023-12-11,USDCNY,7.193985
2023-12-12,000300.SH,3426.803
2023-12-12,000985.CSI,4483.3916
2023-12-12,CN10Y,2.6375
2023-12-12,DR007,1.89
2023-12-12,SHIBOR_3M,2.585
2023-12-12,US10Y,4.2
2023-12-12,USDCNY,7.138235
2023-12-13,000300.SH,3369.605
2023-12-13,000985.CSI,4429.4234
2023-12-13,CN10Y,2.6226
2023-12-13,DR007,1.75
2023-12-13,SHIBOR_3M,2.593
2023-12-13,US10Y,4.04
2023-12-13,USDCNY,7.12417
2023-12-14,000300.SH,3351.9639
2023-12-14,000985.CSI,4410.0145
2023-12-14,CN10Y,2.6376
2023-12-14,DR007,1.9
2023-12-14,SHIBOR_3M,2.597
2023-12-14,US10Y,3.92
2023-12-14,USDCNY,7.134195
2023-12-15,000300.SH,3341.5517
2023-12-15,000985.CSI,4390.0106
2023-12-15,CN10Y,2.6227
2023-12-15,DR007,2.2
2023-12-15,SHIBOR_3M,2.601
2023-12-15,US10Y,3.91
2023-12-16,USDCNY,7.13455
2023-12-17,USDCNY,7.14325
2023-12-18,000300.SH,3329.3657
2023-12-18,000985.CSI,4350.3757
2023-12-18,CN10Y,2.6126
2023-12-18,DR007,1.7
2023-12-18,SHIBOR_3M,2.603
2023-12-18,US10Y,3.95
2023-12-18,USDCNY,7.122755
2023-12-19,000300.SH,3334.0412
2023-12-19,000985.CSI,4354.5403
2023-12-19,CN10Y,2.6191
2023-12-19,DR007,1.7
2023-12-19,SHIBOR_3M,2.601
2023-12-19,US10Y,3.93
2023-12-19,USDCNY,7.15075
2023-12-20,000300.SH,3297.5022
2023-12-20,000985.CSI,4300.2438
2023-12-20,CN10Y,2.6222
2023-12-20,DR007,1.9
2023-12-20,SHIBOR_3M,2.601
2023-12-20,US10Y,3.86
2023-12-20,USDCNY,7.1433
2023-12-21,000300.SH,3330.8698
2023-12-21,000985.CSI,4334.6467
2023-12-21,CN10Y,2.5901
2023-12-21,DR007,2.0
2023-12-21,SHIBOR_3M,2.604
2023-12-21,US10Y,3.89
2023-12-21,USDCNY,7.1539
2023-12-22,000300.SH,3337.2281
2023-12-22,000985.CSI,4310.3902
2023-12-22,CN10Y,2.5877
2023-12-22,DR007,1.4
2023-12-22,SHIBOR_3M,2.604
2023-12-22,US10Y,3.9
2023-12-23,USDCNY,7.1539
2023-12-24,USDCNY,7.152615000000001
2023-12-25,000300.SH,3347.4508
2023-12-25,000985.CSI,4314.5385
2023-12-25,CN10Y,2.5678
2023-12-25,DR007,1.6
2023-12-25,SHIBOR_3M,2.601
2023-12-25,USDCNY,7.142289999999999
2023-12-26,000300.SH,3324.7902
2023-12-26,000985.CSI,4270.4448
2023-12-26,CN10Y,2.5804
2023-12-26,DR007,1.86
2023-12-26,SHIBOR_3M,2.6
2023-12-26,US10Y,3.89
2023-12-26,USDCNY,7.1520150000000005
2023-12-27,000300.SH,3336.3572
2023-12-27,000985.CSI,4292.6726
2023-12-27,CN10Y,2.5577
2023-12-27,DR007,3.0
2023-12-27,SHIBOR_3M,2.59
2023-12-27,US10Y,3.79
2023-12-27,USDCNY,7.11847
2023-12-28,000300.SH,3414.5403
2023-12-28,000985.CSI,4379.7722
2023-12-28,CN10Y,2.5694
2023-12-28,DR007,2.8
2023-12-28,SHIBOR_3M,2.556
2023-12-28,US10Y,3.84
2023-12-28,USDCNY,7.125500000000001
2023-12-29,000300.SH,3431.1099
2023-12-29,000985.CSI,4421.9569
2023-12-29,CN10Y,2.5553
2023-12-29,DR007,1.66
2023-12-29,SHIBOR_3M,2.53
2023-12-29,US10Y,3.88
2023-12-30,USDCNY,7.125500000000001
2023-12-31,CN10Y,2.5553
2023-12-31,USDCNY,7.125500000000001
2024-01-01,CPI_YOY,-0.8
2024-01-01,M1_YOY,5.9
2024-01-01,M2_YOY,8.7
2024-01-01,PMI_MANUFACTURE,49.2
2024-01-01,PPI_YOY,-2.5
2024-01-01,SOCIAL_FINANCING_YOY,9.514718034935733
2024-01-01,USDCNY,7.149
2024-01-02,000300.SH,3386.3522
2024-01-02,000985.CSI,4390.8325
2024-01-02,CN10Y,2.5601
2024-01-02,DR007,1.8
2024-01-02,SHIBOR_3M,2.45
2024-01-02,US10Y,3.95
2024-01-02,USDCNY,7.1663
2024-01-03,000300.SH,3378.2971
2024-01-03,000985.CSI,4376.8249
2024-01-03,CN10Y,2.5531
2024-01-03,DR007,1.63
2024-01-03,SHIBOR_3M,2.423
2024-01-03,US10Y,3.91
2024-01-03,USDCNY,7.17495
2024-01-04,000300.SH,3347.0519
2024-01-04,000985.CSI,4344.002
2024-01-04,CN10Y,2.5368
2024-01-04,DR007,1.75
2024-01-04,SHIBOR_3M,2.399
2024-01-04,US10Y,3.99
2024-01-04,USDCNY,7.165615000000001
2024-01-05,000300.SH,3329.1114
2024-01-05,000985.CSI,4292.7876
2024-01-05,CN10Y,2.5175
2024-01-05,DR007,1.75
2024-01-05,SHIBOR_3M,2.396
2024-01-05,US10Y,4.05
2024-01-06,USDCNY,7.162649999999999
2024-01-07,USDCNY,7.16265
2024-01-08,000300.SH,3286.0564
2024-01-08,000985.CSI,4219.1212
2024-01-08,CN10Y,2.5136
2024-01-08,DR007,1.85
2024-01-08,SHIBOR_3M,2.396
2024-01-08,US10Y,4.01
2024-01-08,USDCNY,7.18423
2024-01-09,000300.SH,3292.4994
2024-01-09,000985.CSI,4231.0572
2024-01-09,CN10Y,2.4862
2024-01-09,DR007,1.7
2024-01-09,SHIBOR_3M,2.397
2024-01-09,US10Y,4.02
2024-01-09,USDCNY,7.182725
2024-01-10,000300.SH,3277.129
2024-01-10,000985.CSI,4204.0047
2024-01-10,CN10Y,2.4982
2024-01-10,DR007,1.82
2024-01-10,SHIBOR_3M,2.4
2024-01-10,US10Y,4.04
2024-01-10,USDCNY,7.17481
2024-01-11,000300.SH,3295.6717
2024-01-11,000985.CSI,4252.1722
2024-01-11,CN10Y,2.4992
2024-01-11,DR007,1.85
2024-01-11,SHIBOR_3M,2.4
2024-01-11,US10Y,3.98
2024-01-11,USDCNY,7.189325
2024-01-12,000300.SH,3284.1667
2024-01-12,000985.CSI,4230.0851
2024-01-12,CN10Y,2.5172
2024-01-12,DR007,1.6
2024-01-12,SHIBOR_3M,2.4
2024-01-12,US10Y,3.96
2024-01-13,USDCNY,7.188644999999999
2024-01-14,USDCNY,7.1855
2024-01-15,000300.SH,3280.9195
2024-01-15,000985.CSI,4223.3597
2024-01-15,CN10Y,2.5212
2024-01-15,DR007,1.89
2024-01-15,SHIBOR_3M,2.4
2024-01-15,USDCNY,7.21893
2024-01-16,000300.SH,3300.8762
2024-01-16,000985.CSI,4228.4192
2024-01-16,CN10Y,2.5252
2024-01-16,DR007,2.25
2024-01-16,SHIBOR_3M,2.401
2024-01-16,US10Y,4.07
2024-01-16,USDCNY,7.22171
2024-01-17,000300.SH,3229.082
2024-01-17,000985.CSI,4127.4226
2024-01-17,CN10Y,2.5077
2024-01-17,DR007,1.85
2024-01-17,SHIBOR_3M,2.402
2024-01-17,US10Y,4.1
2024-01-17,USDCNY,7.21613
